record_id,reference_number,product_id,product_name,status,qty,unit_price,current_location,latitude,longitude,destination,time_remaining_to_destination_hours,last_updated,last_updated_cst,expected_arrival_time,batch_id,transit_status
599,DCST-001598,PROD-005,Organic Blueberries,At DC,40619,6.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3419,Nil
936,DCTR-001935,PROD-008,Organic Apples,In Transit to DC,5921,2.99,"Raton, NM",36.9032,-104.4391,"Denver DC, CO",3.6,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 10:24 AM CST,batch6032,OnTime
648,SUPP-001647,PROD-006,Organic Tomatoes,In Transit from Supplier,4375,3.49,"Mobile, AL",30.6954,-88.0399,"Houston Dock, TX",8.04,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch1876,OnTime
198,DCST-001197,PROD-002,Organic Avocados,At DC,29381,2.49,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3376,Nil
1233,DCST-002232,PROD-010,Organic Bell Peppers,At DC,40400,4.49,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1715,Nil
584,DCST-001583,PROD-005,Organic Blueberries,At DC,25745,6.99,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2486,Nil
466,DCST-001465,PROD-004,Organic Strawberries,At DC,30639,5.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4879,Nil
679,DCST-001678,PROD-006,Organic Tomatoes,At DC,25909,3.49,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4880,Nil
474,CUST-001473,PROD-004,Organic Strawberries,In Transit to Customer,6200,5.99,"Pell City, AL",33.5862,-86.2861,"Birmingham, AL",0.56,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch8881,OnTime
959,DCST-001958,PROD-008,Organic Apples,At DC,25631,2.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8727,Nil
828,DCST-001827,PROD-007,Organic Carrots,At DC,40026,1.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6150,Nil
655,SUPP-001654,PROD-006,Organic Tomatoes,In Transit from Supplier,6122,3.49,"Lake City, FL",30.1897,-82.6393,"Houston Dock, TX",13.86,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 PM CST,batch1903,OnTime
906,SUPP-001905,PROD-008,Organic Apples,In Transit from Supplier,4163,2.99,"Yakima, WA",46.6021,-120.5059,"Houston Dock, TX",32.36,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 03:24 PM CST,batch790,OnTime
990,CUST-001989,PROD-008,Organic Apples,In Transit to Customer,4384,2.99,"Pell City, AL",33.5862,-86.2861,"Birmingham, AL",0.56,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch3898,OnTime
28,DOCK-001027,PROD-001,Organic Bananas,At the Dock,23681,0.79,"Houston Dock, TX",29.7604,-95.3698,"Houston Dock, TX",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6616,Nil
260,CUST-001259,PROD-002,Organic Avocados,In Transit to Customer,7402,2.49,"Bedford, NH",42.9465,-71.5162,"Manchester, NH",0.08,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch4064,OnTime
591,DCST-001590,PROD-005,Organic Blueberries,At DC,40185,6.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4050,Nil
802,DCTR-001801,PROD-007,Organic Carrots,In Transit to DC,7167,1.99,"Fort Stockton, TX",30.8935,-102.8779,"Sacramento DC, CA",21.45,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 04:24 AM CST,batch9752,OnTime
451,DCST-001450,PROD-004,Organic Strawberries,At DC,31096,5.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2109,Nil
813,DCST-001812,PROD-007,Organic Carrots,At DC,28155,1.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1160,Nil
600,DCST-001599,PROD-005,Organic Blueberries,At DC,29735,6.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3270,Nil
449,DCST-001448,PROD-004,Organic Strawberries,At DC,39508,5.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1303,Nil
1046,SUPP-002045,PROD-009,Organic Lettuce,In Transit from Supplier,4774,3.99,"Bakersfield, CA",35.3733,-119.0187,"Houston Dock, TX",25.94,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 08:24 AM CST,batch6968,OnTime
758,CUST-001757,PROD-006,Organic Tomatoes,In Transit to Customer,7272,3.49,"Dacono, CO",40.0858,-104.9394,"Fort Collins, CO",0.64,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch815,OnTime
342,CUST-001341,PROD-003,Organic Spinach,In Transit to Customer,7565,4.99,"Trussville, AL",33.6198,-86.6089,"Birmingham, AL",0.25,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch2309,OnTime
1044,SUPP-002043,PROD-009,Organic Lettuce,In Transit from Supplier,5521,3.99,"King City, CA",36.2128,-121.1257,"Houston Dock, TX",28.23,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 11:24 AM CST,batch799,OnTime
1127,CUST-002126,PROD-009,Organic Lettuce,In Transit to Customer,6096,3.99,"Juliette, GA",33.0904,-83.8035,"Macon, GA",0.36,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch2201,OnTime
749,CUST-001748,PROD-006,Organic Tomatoes,In Transit to Customer,4083,3.49,"Fairfield, CA",38.2494,-122.04,"San Francisco, CA",0.7,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch5684,OnTime
709,DCST-001708,PROD-006,Organic Tomatoes,At DC,25770,3.49,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5671,Nil
151,SUPP-001150,PROD-002,Organic Avocados,In Transit from Supplier,4603,2.49,"Blythe, CA",33.6103,-114.5969,"Houston Dock, TX",21.08,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 04:24 AM CST,batch6446,OnTime
533,SUPP-001532,PROD-005,Organic Blueberries,In Transit from Supplier,6340,6.99,"Portland, OR",45.5152,-122.6784,"Houston Dock, TX",33.34,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 04:24 PM CST,batch2498,OnTime
700,DCST-001699,PROD-006,Organic Tomatoes,At DC,38792,3.49,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3087,Nil
1056,DCTR-002055,PROD-009,Organic Lettuce,In Transit to DC,6353,3.99,"Baton Rouge, LA",30.4515,-91.1871,"Atlanta DC, GA",8.33,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch8772,OnTime
311,DCST-001310,PROD-003,Organic Spinach,At DC,40567,4.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8682,Nil
666,DCTR-001665,PROD-006,Organic Tomatoes,In Transit to DC,5352,3.49,"Lake Charles, LA",30.2266,-93.2174,"Atlanta DC, GA",10.39,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 05:24 PM CST,batch1680,OnTime
1135,CUST-002134,PROD-009,Organic Lettuce,In Transit to Customer,7072,3.99,"Gila Bend, AZ",32.9481,-112.7163,"Yuma, AZ",2.04,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 09:24 AM CST,batch3077,OnTime
1084,DCST-002083,PROD-009,Organic Lettuce,At DC,31081,3.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4967,Nil
1162,SUPP-002161,PROD-010,Organic Bell Peppers,In Transit from Supplier,6370,4.49,"Tucson, AZ",32.2226,-110.9747,"Houston Dock, TX",17.07,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 AM CST,batch6563,OnTime
838,DCST-001837,PROD-007,Organic Carrots,At DC,32444,1.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch7798,Nil
230,CUST-001229,PROD-002,Organic Avocados,In Transit to Customer,7788,2.49,"Casa Grande, AZ",32.8795,-111.7573,"Tucson, AZ",1.17,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 AM CST,batch6174,OnTime
643,SUPP-001642,PROD-006,Organic Tomatoes,In Transit from Supplier,6712,3.49,"Mobile, AL",30.6954,-88.0399,"Houston Dock, TX",8.04,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch2661,OnTime
438,DCST-001437,PROD-004,Organic Strawberries,At DC,29725,5.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2034,Nil
636,CUST-001635,PROD-005,Organic Blueberries,In Transit to Customer,6693,6.99,"Chelmsford, MA",42.5998,-71.3673,"Manchester, NH",0.5,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch2645,OnTime
101,CUST-001100,PROD-001,Organic Bananas,In Transit to Customer,5422,0.79,"Monticello, GA",33.3054,-83.6832,"Macon, GA",0.59,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch1669,OnTime
1030,SUPP-002029,PROD-009,Organic Lettuce,In Transit from Supplier,6825,3.99,"Flagstaff, AZ",35.1983,-111.6513,"Houston Dock, TX",18.53,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 01:24 AM CST,batch2531,OnTime
267,SUPP-001266,PROD-003,Organic Spinach,In Transit from Supplier,6359,4.99,"Paso Robles, CA",35.6266,-120.6906,"Houston Dock, TX",27.68,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 10:24 AM CST,batch7804,OnTime
905,SUPP-001904,PROD-008,Organic Apples,In Transit from Supplier,5519,2.99,"Sacramento, CA",38.5816,-121.4944,"Houston Dock, TX",29.2,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 PM CST,batch4078,OnTime
935,DCTR-001934,PROD-008,Organic Apples,In Transit to DC,5873,2.99,"Fort Worth, TX",32.7555,-97.3308,"Denver DC, CO",11.7,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 06:24 PM CST,batch103,OnTime
1077,DCST-002076,PROD-009,Organic Lettuce,At DC,29491,3.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8359,Nil
1003,CUST-002002,PROD-008,Organic Apples,In Transit to Customer,3167,2.99,"Tacna, AZ",32.7026,-113.9238,"Yuma, AZ",0.74,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch4517,OnTime
1200,DCST-002199,PROD-010,Organic Bell Peppers,At DC,26138,4.49,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3065,Nil
7,SUPP-001006,PROD-001,Organic Bananas,In Transit from Supplier,7367,0.79,"Tallahassee, FL",30.4383,-84.2807,"Houston Dock, TX",12.08,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 PM CST,batch848,OnTime
931,DCTR-001930,PROD-008,Organic Apples,In Transit to DC,4469,2.99,"Fort Stockton, TX",30.8935,-102.8779,"Phoenix DC, AZ",10.29,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 05:24 PM CST,batch1262,OnTime
302,DCST-001301,PROD-003,Organic Spinach,At DC,32728,4.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6044,Nil
1212,DCST-002211,PROD-010,Organic Bell Peppers,At DC,33230,4.49,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch391,Nil
526,SUPP-001525,PROD-005,Organic Blueberries,In Transit from Supplier,4769,6.99,"Seattle, WA",47.6062,-122.3321,"Houston Dock, TX",34.35,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 05:24 PM CST,batch8800,OnTime
1143,CUST-002142,PROD-009,Organic Lettuce,In Transit to Customer,7010,3.99,"Larkspur, CO",39.2247,-104.8897,"Colorado Springs, CO",0.5,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch1508,OnTime
60,DCST-001059,PROD-001,Organic Bananas,At DC,33079,0.79,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6885,Nil
334,DCST-001333,PROD-003,Organic Spinach,At DC,40582,4.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2844,Nil
547,DCTR-001546,PROD-005,Organic Blueberries,In Transit to DC,7199,6.99,"Colorado Springs, CO",38.8339,-104.8214,"Denver DC, CO",1.15,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 AM CST,batch4252,OnTime
728,DCST-001727,PROD-006,Organic Tomatoes,At DC,37981,3.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8024,Nil
331,DCST-001330,PROD-003,Organic Spinach,At DC,44300,4.99,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2735,Nil
889,CUST-001888,PROD-007,Organic Carrots,In Transit to Customer,6050,1.99,"Fort Carson, CO",38.7347,-104.7886,"Pueblo, CO",0.63,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch7137,OnTime
903,SUPP-001902,PROD-008,Organic Apples,In Transit from Supplier,5598,2.99,"Ellensburg, WA",46.9965,-120.5478,"Houston Dock, TX",32.66,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 03:24 PM CST,batch3581,OnTime
1185,DCTR-002184,PROD-010,Organic Bell Peppers,In Transit to DC,6356,4.49,"Las Cruces, NM",32.3199,-106.7637,"Phoenix DC, AZ",5.78,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 12:24 PM CST,batch8323,OnTime
65,DCST-001064,PROD-001,Organic Bananas,At DC,33796,0.79,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6293,Nil
694,DCST-001693,PROD-006,Organic Tomatoes,At DC,34309,3.49,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8255,Nil
1269,CUST-002268,PROD-010,Organic Bell Peppers,In Transit to Customer,5715,4.49,"Monument, CO",39.0916,-104.8725,"Colorado Springs, CO",0.33,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch9619,OnTime
721,DCST-001720,PROD-006,Organic Tomatoes,At DC,41557,3.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8983,Nil
26,SUPP-001025,PROD-001,Organic Bananas,In Transit from Supplier,3998,0.79,"Van Horn, TX",31.0399,-104.8308,"Houston Dock, TX",10.37,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 05:24 PM CST,batch8660,OnTime
1223,DCST-002222,PROD-010,Organic Bell Peppers,At DC,28220,4.49,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch422,Nil
1182,DCTR-002181,PROD-010,Organic Bell Peppers,In Transit to DC,3511,4.49,"Lafayette, LA",30.2241,-92.0198,"Atlanta DC, GA",9.26,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 04:24 PM CST,batch8547,OnTime
575,DCST-001574,PROD-005,Organic Blueberries,At DC,34054,6.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6584,Nil
856,DCST-001855,PROD-007,Organic Carrots,At DC,27870,1.99,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2049,Nil
873,CUST-001872,PROD-007,Organic Carrots,In Transit to Customer,5221,1.99,"Red Rock, AZ",32.6634,-111.3937,"Tucson, AZ",0.71,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch9382,OnTime
1134,CUST-002133,PROD-009,Organic Lettuce,In Transit to Customer,6794,3.99,"Dateland, AZ",32.8431,-113.5591,"Yuma, AZ",1.14,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 AM CST,batch7913,OnTime
174,DCST-001173,PROD-002,Organic Avocados,At DC,29512,2.49,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1216,Nil
810,DCST-001809,PROD-007,Organic Carrots,At DC,43299,1.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch2876,Nil
613,CUST-001612,PROD-005,Organic Blueberries,In Transit to Customer,6301,6.99,"Munds Park, AZ",34.9414,-111.6376,"Flagstaff, AZ",0.32,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch5240,OnTime
826,DCST-001825,PROD-007,Organic Carrots,At DC,28585,1.99,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch8562,Nil
1191,DCTR-002190,PROD-010,Organic Bell Peppers,In Transit to DC,5617,4.49,"Atlanta, GA",33.749,-84.388,"Boston DC, MA",17.02,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 12:24 AM CST,batch7616,OnTime
288,DCTR-001287,PROD-003,Organic Spinach,In Transit to DC,7544,4.99,"Beaumont, TX",30.0802,-94.1266,"Atlanta DC, GA",11.35,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 06:24 PM CST,batch9243,OnTime
1195,DCST-002194,PROD-010,Organic Bell Peppers,At DC,43835,4.49,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch7686,Nil
319,DCST-001318,PROD-003,Organic Spinach,At DC,44655,4.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5069,Nil
674,DCTR-001673,PROD-006,Organic Tomatoes,In Transit to DC,7345,3.49,"Richmond, VA",37.5407,-77.436,"Boston DC, MA",8.62,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch7095,OnTime
697,DCST-001696,PROD-006,Organic Tomatoes,At DC,33871,3.49,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6058,Nil
579,DCST-001578,PROD-005,Organic Blueberries,At DC,36387,6.99,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3598,Nil
1252,CUST-002251,PROD-010,Organic Bell Peppers,In Transit to Customer,5625,4.49,"Gray, GA",33.0093,-83.532,"Macon, GA",0.24,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch7149,OnTime
68,DCST-001067,PROD-001,Organic Bananas,At DC,28643,0.79,"Sacramento DC, CA",38.5816,-121.4944,"Sacramento DC, CA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3333,Nil
170,DCTR-001169,PROD-002,Organic Avocados,In Transit to DC,7529,2.49,"Charlotte, NC",35.2271,-80.8431,"Boston DC, MA",13.1,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 PM CST,batch7862,OnTime
761,CUST-001760,PROD-006,Organic Tomatoes,In Transit to Customer,5310,3.49,"Fountain, CO",38.6822,-104.7008,"Pueblo, CO",0.54,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch6659,OnTime
1031,SUPP-002030,PROD-009,Organic Lettuce,In Transit from Supplier,4974,3.99,"El Paso, TX",31.7619,-106.485,"Houston Dock, TX",12.25,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 PM CST,batch9266,OnTime
661,SUPP-001660,PROD-006,Organic Tomatoes,In Transit from Supplier,3501,3.49,"Mobile, AL",30.6954,-88.0399,"Houston Dock, TX",8.04,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 03:24 PM CST,batch198,OnTime
1006,CUST-002005,PROD-008,Organic Apples,In Transit to Customer,6511,2.99,"Benicia, CA",38.0493,-122.1586,"San Francisco, CA",0.43,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch1449,OnTime
379,CUST-001378,PROD-003,Organic Spinach,In Transit to Customer,5956,4.99,"Litchfield, NH",42.8409,-71.4706,"Manchester, NH",0.19,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch5673,OnTime
270,SUPP-001269,PROD-003,Organic Spinach,In Transit from Supplier,3192,4.99,"King City, CA",36.2128,-121.1257,"Houston Dock, TX",28.23,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 11:24 AM CST,batch4465,OnTime
428,DCST-001427,PROD-004,Organic Strawberries,At DC,29665,5.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1356,Nil
1184,DCTR-002183,PROD-010,Organic Bell Peppers,In Transit to DC,5940,4.49,"Junction, TX",30.4893,-99.772,"Phoenix DC, AZ",13.62,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 PM CST,batch593,OnTime
1181,DOCK-002180,PROD-010,Organic Bell Peppers,At the Dock,15697,4.49,"Houston Dock, TX",29.7604,-95.3698,"Houston Dock, TX",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch489,Nil
673,DCTR-001672,PROD-006,Organic Tomatoes,In Transit to DC,6365,3.49,"Charlotte, NC",35.2271,-80.8431,"Boston DC, MA",13.1,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 08:24 PM CST,batch8888,OnTime
780,SUPP-001779,PROD-007,Organic Carrots,In Transit from Supplier,3614,1.99,"Gila Bend, AZ",32.9481,-112.7163,"Houston Dock, TX",19.01,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 02:24 AM CST,batch7039,OnTime
1236,DCST-002235,PROD-010,Organic Bell Peppers,At DC,39167,4.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch5042,Nil
729,DCST-001728,PROD-006,Organic Tomatoes,At DC,25671,3.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch1782,Nil
1043,SUPP-002042,PROD-009,Organic Lettuce,In Transit from Supplier,3127,3.99,"Salinas, CA",36.6777,-121.6555,"Houston Dock, TX",28.85,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 11:24 AM CST,batch6602,OnTime
675,DCTR-001674,PROD-006,Organic Tomatoes,In Transit to DC,4539,3.49,"Birmingham, AL",33.5186,-86.8104,"Boston DC, MA",19.1,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 31st 02:24 AM CST,batch9417,OnTime
300,DCST-001299,PROD-003,Organic Spinach,At DC,36558,4.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch719,Nil
232,CUST-001231,PROD-002,Organic Avocados,In Transit to Customer,3984,2.49,"Jerome, AZ",34.7489,-112.1135,"Flagstaff, AZ",0.74,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch4243,OnTime
1138,CUST-002137,PROD-009,Organic Lettuce,In Transit to Customer,6544,3.99,"Walnut Creek, CA",37.9101,-122.0652,"San Francisco, CA",0.39,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch9360,OnTime
937,DCTR-001936,PROD-008,Organic Apples,In Transit to DC,5961,2.99,"Amarillo, TX",35.222,-101.8313,"Denver DC, CO",6.49,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 01:24 PM CST,batch8150,OnTime
695,DCST-001694,PROD-006,Organic Tomatoes,At DC,29936,3.49,"Phoenix DC, AZ",33.4484,-112.074,"Phoenix DC, AZ",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch3125,Nil
637,CUST-001636,PROD-005,Organic Blueberries,In Transit to Customer,3297,6.99,"Hudson, NH",42.7654,-71.4387,"Manchester, NH",0.29,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,Jan 30th 07:24 AM CST,batch4207,OnTime
217,DCST-001216,PROD-002,Organic Avocados,At DC,36866,2.49,"Boston DC, MA",42.3601,-71.0589,"Boston DC, MA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch4036,Nil
588,DCST-001587,PROD-005,Organic Blueberries,At DC,39966,6.99,"Denver DC, CO",39.7392,-104.9903,"Denver DC, CO",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch6728,Nil
427,DCST-001426,PROD-004,Organic Strawberries,At DC,36401,5.99,"Atlanta DC, GA",33.749,-84.388,"Atlanta DC, GA",null,2026-01-30 13:24:04,Jan 30th 07:24 AM CST,null,batch7833,Nil
