record_id,batch_id,product_id,product_name,event,event_time_cst,entity_involved,entity_name,entity_location,entity_latitude,entity_longitude,event_time_cst_readable
11059,batch95226,PROD-005,Organic Blueberries,shipped from dock,2025-10-06T07:27:57.085Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 6th 07:27 AM CST
11060,batch95226,PROD-005,Organic Blueberries,received at the DC,2025-10-07T01:54:20.613Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 7th 01:54 AM CST
11061,batch95226,PROD-005,Organic Blueberries,shipped from DC,2025-10-11T08:51:14.529Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 11th 08:51 AM CST
11062,batch95226,PROD-005,Organic Blueberries,received at customer,2025-10-11T09:01:09.691Z,Customer,Everyday Grocers,"Scottsdale, AZ",33.4942,-111.9261,Oct 11th 09:01 AM CST
11063,batch69264,PROD-009,Organic Lettuce,shipped from supplier,2025-10-03T02:54:51.204Z,Supplier,Mountain View Organics,"Gonzales, CA",36.5066,-121.4444,Oct 3rd 02:54 AM CST
11064,batch69264,PROD-009,Organic Lettuce,received at the dock,2025-10-04T07:31:14.082Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 4th 07:31 AM CST
11065,batch69264,PROD-009,Organic Lettuce,shipped from dock,2025-10-05T07:31:14.082Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 5th 07:31 AM CST
11066,batch69264,PROD-009,Organic Lettuce,received at the DC,2025-10-06T12:43:08.677Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 6th 12:43 PM CST
11067,batch69264,PROD-009,Organic Lettuce,shipped from DC,2025-10-11T08:55:43.472Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 11th 08:55 AM CST
11068,batch69264,PROD-009,Organic Lettuce,received at customer,2025-10-11T09:13:41.873Z,Customer,Fresh Express Markets,"Woodland, CA",38.6785,-121.7733,Oct 11th 09:13 AM CST
11069,batch79464,PROD-009,Organic Lettuce,shipped from supplier,2025-10-05T18:06:08.365Z,Supplier,Mountain View Organics,"Gonzales, CA",36.5066,-121.4444,Oct 5th 06:06 PM CST
11070,batch79464,PROD-009,Organic Lettuce,received at the dock,2025-10-06T22:42:31.244Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 6th 10:42 PM CST
11071,batch79464,PROD-009,Organic Lettuce,shipped from dock,2025-10-07T22:42:31.244Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 7th 10:42 PM CST
11072,batch79464,PROD-009,Organic Lettuce,received at the DC,2025-10-08T11:27:20.008Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 8th 11:27 AM CST
11073,batch79464,PROD-009,Organic Lettuce,shipped from DC,2025-10-13T08:10:35.696Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 13th 08:10 AM CST
11074,batch79464,PROD-009,Organic Lettuce,received at customer,2025-10-13T08:31:19.726Z,Customer,Organic Essentials,"Roswell, GA",34.0232,-84.3616,Oct 13th 08:31 AM CST
11075,batch60770,PROD-007,Organic Carrots,shipped from supplier,2025-10-06T06:02:28.669Z,Supplier,Evergreen Produce Group,"Lamont, CA",35.2594,-118.9145,Oct 6th 06:02 AM CST
11076,batch60770,PROD-007,Organic Carrots,received at the dock,2025-10-07T07:51:12.590Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 7th 07:51 AM CST
11077,batch60770,PROD-007,Organic Carrots,shipped from dock,2025-10-08T07:51:12.590Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 07:51 AM CST
11078,batch60770,PROD-007,Organic Carrots,received at the DC,2025-10-09T02:17:36.118Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 9th 02:17 AM CST
11079,batch60770,PROD-007,Organic Carrots,shipped from DC,2025-10-14T01:41:24.831Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 14th 01:41 AM CST
11080,batch60770,PROD-007,Organic Carrots,received at customer,2025-10-14T02:00:44.485Z,Customer,Fresh Start Markets,"Gilbert, AZ",33.3528,-111.789,Oct 14th 02:00 AM CST
11081,batch16328,PROD-009,Organic Lettuce,shipped from supplier,2025-10-06T18:20:27.402Z,Supplier,Golden Fields Agriculture,"Greenfield, CA",36.3191,-121.2433,Oct 6th 06:20 PM CST
11082,batch16328,PROD-009,Organic Lettuce,received at the dock,2025-10-07T22:42:28.137Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 7th 10:42 PM CST
11083,batch16328,PROD-009,Organic Lettuce,shipped from dock,2025-10-08T22:42:28.137Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 10:42 PM CST
11084,batch16328,PROD-009,Organic Lettuce,received at the DC,2025-10-09T14:40:43.931Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 9th 02:40 PM CST
11085,batch16328,PROD-009,Organic Lettuce,shipped from DC,2025-10-14T13:00:03.297Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 14th 01:00 PM CST
11086,batch16328,PROD-009,Organic Lettuce,received at customer,2025-10-14T13:09:49.296Z,Customer,Nature's Basket,"Thornton, CO",39.868,-104.9719,Oct 14th 01:09 PM CST
11087,batch661,PROD-004,Organic Strawberries,shipped from supplier,2025-09-30T23:38:39.255Z,Supplier,Riverside Growers Co-op,"Oxnard, CA",34.1975,-119.1771,Sep 30th 11:38 PM CST
11088,batch661,PROD-004,Organic Strawberries,received at the dock,2025-10-02T01:33:16.577Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 2nd 01:33 AM CST
11089,batch661,PROD-004,Organic Strawberries,shipped from dock,2025-10-03T01:33:16.577Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 3rd 01:33 AM CST
11090,batch661,PROD-004,Organic Strawberries,received at the DC,2025-10-04T06:45:11.172Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 4th 06:45 AM CST
11091,batch661,PROD-004,Organic Strawberries,shipped from DC,2025-10-09T01:41:33.035Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 9th 01:41 AM CST
11092,batch661,PROD-004,Organic Strawberries,received at customer,2025-10-09T01:56:18.993Z,Customer,Community Grocery Co-op,"Davis, CA",38.5449,-121.7405,Oct 9th 01:56 AM CST
11093,batch8182,PROD-010,Organic Bell Peppers,shipped from supplier,2025-10-07T01:14:31.895Z,Supplier,Ocean Breeze Organics,"Somerton, AZ",32.5964,-114.7097,Oct 7th 01:14 AM CST
11094,batch8182,PROD-010,Organic Bell Peppers,received at the dock,2025-10-07T22:18:04.272Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 7th 10:18 PM CST
11095,batch8182,PROD-010,Organic Bell Peppers,shipped from dock,2025-10-08T22:18:04.272Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 10:18 PM CST
11096,batch8182,PROD-010,Organic Bell Peppers,received at the DC,2025-10-09T14:16:20.067Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 9th 02:16 PM CST
11097,batch8182,PROD-010,Organic Bell Peppers,shipped from DC,2025-10-13T15:17:19.364Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 13th 03:17 PM CST
11098,batch8182,PROD-010,Organic Bell Peppers,received at customer,2025-10-13T15:24:43.087Z,Customer,ValueMart Superstore,"Arvada, CO",39.8028,-105.0875,Oct 13th 03:24 PM CST
11099,batch4772,PROD-008,Organic Apples,shipped from supplier,2025-09-30T14:03:52.261Z,Supplier,Pacific Fresh Distributors,"Milton-Freewater, OR",45.9329,-118.3877,Sep 30th 02:03 PM CST
11100,batch4772,PROD-008,Organic Apples,received at the dock,2025-10-01T20:25:27.486Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 1st 08:25 PM CST
11101,batch4772,PROD-008,Organic Apples,shipped from dock,2025-10-02T20:25:27.486Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 2nd 08:25 PM CST
11102,batch4772,PROD-008,Organic Apples,received at the DC,2025-10-04T01:35:15.464Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 4th 01:35 AM CST
11103,batch4772,PROD-008,Organic Apples,shipped from DC,2025-10-08T03:32:30.079Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 8th 03:32 AM CST
11104,batch4772,PROD-008,Organic Apples,received at customer,2025-10-08T03:42:25.139Z,Customer,Prime Choice Grocery,"Waltham, MA",42.3765,-71.2356,Oct 8th 03:42 AM CST
11105,batch20110,PROD-003,Organic Spinach,shipped from supplier,2025-10-04T18:21:09.949Z,Supplier,Golden Fields Agriculture,"Castroville, CA",36.7658,-121.758,Oct 4th 06:21 PM CST
11106,batch20110,PROD-003,Organic Spinach,received at the dock,2025-10-05T23:19:34.032Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 5th 11:19 PM CST
11107,batch20110,PROD-003,Organic Spinach,shipped from dock,2025-10-06T23:19:34.032Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 6th 11:19 PM CST
11108,batch20110,PROD-003,Organic Spinach,received at the DC,2025-10-08T04:31:28.627Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 8th 04:31 AM CST
11109,batch20110,PROD-003,Organic Spinach,shipped from DC,2025-10-12T12:50:38.298Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 12th 12:50 PM CST
11110,batch20110,PROD-003,Organic Spinach,received at customer,2025-10-12T13:05:24.256Z,Customer,ValueMart Superstore,"Davis, CA",38.5449,-121.7405,Oct 12th 01:05 PM CST
11111,batch35262,PROD-010,Organic Bell Peppers,shipped from supplier,2025-10-06T20:19:16.054Z,Supplier,Nature's Bounty Distributors,"Bakersfield, CA",35.3733,-119.0187,Oct 6th 08:19 PM CST
11112,batch35262,PROD-010,Organic Bell Peppers,received at the dock,2025-10-07T22:15:40.116Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 7th 10:15 PM CST
11113,batch35262,PROD-010,Organic Bell Peppers,shipped from dock,2025-10-08T22:15:40.116Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 10:15 PM CST
11114,batch35262,PROD-010,Organic Bell Peppers,received at the DC,2025-10-09T16:42:03.644Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 9th 04:42 PM CST
11115,batch35262,PROD-010,Organic Bell Peppers,shipped from DC,2025-10-13T21:26:24.394Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 13th 09:26 PM CST
11116,batch35262,PROD-010,Organic Bell Peppers,received at customer,2025-10-13T21:35:00.608Z,Customer,Fresh Express Markets,"Tempe, AZ",33.4255,-111.94,Oct 13th 09:35 PM CST
11117,batch88907,PROD-008,Organic Apples,shipped from supplier,2025-10-01T02:41:12.340Z,Supplier,Ocean Breeze Organics,"Bridgeport, WA",48.009,-119.6711,Oct 1st 02:41 AM CST
11118,batch88907,PROD-008,Organic Apples,received at the dock,2025-10-02T11:26:21.206Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 2nd 11:26 AM CST
11119,batch88907,PROD-008,Organic Apples,shipped from dock,2025-10-03T11:26:21.206Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 3rd 11:26 AM CST
11120,batch88907,PROD-008,Organic Apples,received at the DC,2025-10-04T05:52:44.733Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 4th 05:52 AM CST
11121,batch88907,PROD-008,Organic Apples,shipped from DC,2025-10-08T21:16:14.805Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 8th 09:16 PM CST
11122,batch88907,PROD-008,Organic Apples,received at customer,2025-10-08T21:26:09.967Z,Customer,Fresh Start Markets,"Scottsdale, AZ",33.4942,-111.9261,Oct 8th 09:26 PM CST
11123,batch30126,PROD-007,Organic Carrots,shipped from supplier,2025-10-01T06:20:17.913Z,Supplier,Lakeside Farm Collective,"Arvin, CA",35.2091,-118.8287,Oct 1st 06:20 AM CST
11124,batch30126,PROD-007,Organic Carrots,received at the dock,2025-10-02T08:03:13.692Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 2nd 08:03 AM CST
11125,batch30126,PROD-007,Organic Carrots,shipped from dock,2025-10-03T08:03:13.692Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 3rd 08:03 AM CST
11126,batch30126,PROD-007,Organic Carrots,received at the DC,2025-10-04T13:15:08.287Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 4th 01:15 PM CST
11127,batch30126,PROD-007,Organic Carrots,shipped from DC,2025-10-08T21:36:50.316Z,DC,"Sacramento, CA","Sacramento, CA",38.5816,-121.4944,Oct 8th 09:36 PM CST
11128,batch30126,PROD-007,Organic Carrots,received at customer,2025-10-08T21:54:48.717Z,Customer,ValueMart Superstore,"Woodland, CA",38.6785,-121.7733,Oct 8th 09:54 PM CST
11129,batch76736,PROD-010,Organic Bell Peppers,shipped from supplier,2025-10-04T16:54:45.477Z,Supplier,Heartland Produce Alliance,"Mecca, CA",33.5681,-116.0778,Oct 4th 04:54 PM CST
11130,batch76736,PROD-010,Organic Bell Peppers,received at the dock,2025-10-05T15:31:26.831Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 5th 03:31 PM CST
11131,batch76736,PROD-010,Organic Bell Peppers,shipped from dock,2025-10-06T15:31:26.831Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 6th 03:31 PM CST
11132,batch76736,PROD-010,Organic Bell Peppers,received at the DC,2025-10-07T20:41:14.809Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 7th 08:41 PM CST
11133,batch76736,PROD-010,Organic Bell Peppers,shipped from DC,2025-10-12T16:37:00.085Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 12th 04:37 PM CST
11134,batch76736,PROD-010,Organic Bell Peppers,received at customer,2025-10-12T16:40:04.117Z,Customer,FreshWay Supermarkets,"Somerville, MA",42.3876,-71.0995,Oct 12th 04:40 PM CST
11135,batch95700,PROD-007,Organic Carrots,shipped from supplier,2025-10-01T14:34:18.043Z,Supplier,Lakeside Farm Collective,"Imperial, CA",32.8473,-115.5694,Oct 1st 02:34 PM CST
11136,batch95700,PROD-007,Organic Carrots,received at the dock,2025-10-02T12:33:42.977Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 2nd 12:33 PM CST
11137,batch95700,PROD-007,Organic Carrots,shipped from dock,2025-10-03T12:33:42.977Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 3rd 12:33 PM CST
11138,batch95700,PROD-007,Organic Carrots,received at the DC,2025-10-04T04:31:58.772Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 4th 04:31 AM CST
11139,batch95700,PROD-007,Organic Carrots,shipped from DC,2025-10-08T10:05:06.627Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 8th 10:05 AM CST
11140,batch95700,PROD-007,Organic Carrots,received at customer,2025-10-08T10:12:30.349Z,Customer,Fresh & Easy Markets,"Arvada, CO",39.8028,-105.0875,Oct 8th 10:12 AM CST
11141,batch85411,PROD-007,Organic Carrots,shipped from supplier,2025-10-07T11:06:37.966Z,Supplier,Lakeside Farm Collective,"Arvin, CA",35.2091,-118.8287,Oct 7th 11:06 AM CST
11142,batch85411,PROD-007,Organic Carrots,received at the dock,2025-10-08T12:49:33.745Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 12:49 PM CST
11143,batch85411,PROD-007,Organic Carrots,shipped from dock,2025-10-09T12:49:33.745Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 12:49 PM CST
11144,batch85411,PROD-007,Organic Carrots,received at the DC,2025-10-10T07:15:57.273Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 10th 07:15 AM CST
11145,batch85411,PROD-007,Organic Carrots,shipped from DC,2025-10-14T08:05:21.099Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 14th 08:05 AM CST
11146,batch85411,PROD-007,Organic Carrots,received at customer,2025-10-14T08:20:48.585Z,Customer,Neighborhood Market,"Mesa, AZ",33.4152,-111.8315,Oct 14th 08:20 AM CST
11147,batch89332,PROD-006,Organic Tomatoes,shipped from supplier,2025-10-02T08:25:29.789Z,Supplier,Summit Agriculture Co.,"Salinas, CA",36.6777,-121.6555,Oct 2nd 08:25 AM CST
11148,batch89332,PROD-006,Organic Tomatoes,received at the dock,2025-10-03T13:16:39.252Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 3rd 01:16 PM CST
11149,batch89332,PROD-006,Organic Tomatoes,shipped from dock,2025-10-04T13:16:39.252Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 4th 01:16 PM CST
11150,batch89332,PROD-006,Organic Tomatoes,received at the DC,2025-10-05T02:01:28.017Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 5th 02:01 AM CST
11151,batch89332,PROD-006,Organic Tomatoes,shipped from DC,2025-10-09T22:31:41.038Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 9th 10:31 PM CST
11152,batch89332,PROD-006,Organic Tomatoes,received at customer,2025-10-09T23:01:11.658Z,Customer,Nature's Basket,"Lawrenceville, GA",33.9562,-83.988,Oct 9th 11:01 PM CST
11153,batch33111,PROD-007,Organic Carrots,shipped from supplier,2025-10-06T11:48:16.504Z,Supplier,Lakeside Farm Collective,"Arvin, CA",35.2091,-118.8287,Oct 6th 11:48 AM CST
11154,batch33111,PROD-007,Organic Carrots,received at the dock,2025-10-07T13:31:12.283Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 7th 01:31 PM CST
11155,batch33111,PROD-007,Organic Carrots,shipped from dock,2025-10-08T13:31:12.283Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 01:31 PM CST
11156,batch33111,PROD-007,Organic Carrots,received at the DC,2025-10-09T02:16:01.048Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 9th 02:16 AM CST
11157,batch33111,PROD-007,Organic Carrots,shipped from DC,2025-10-13T16:44:42.535Z,DC,"Atlanta, GA","Atlanta, GA",33.749,-84.388,Oct 13th 04:44 PM CST
11158,batch33111,PROD-007,Organic Carrots,received at customer,2025-10-13T17:14:13.155Z,Customer,Quality Foods Supermarket,"Lawrenceville, GA",33.9562,-83.988,Oct 13th 05:14 PM CST
11159,batch61539,PROD-004,Organic Strawberries,shipped from supplier,2025-10-04T20:06:10.948Z,Supplier,Heritage Farms Supply,"Dover, FL",27.9967,-82.219,Oct 4th 08:06 PM CST
11160,batch61539,PROD-004,Organic Strawberries,received at the dock,2025-10-05T10:43:46.710Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 5th 10:43 AM CST
11161,batch61539,PROD-004,Organic Strawberries,shipped from dock,2025-10-06T10:43:46.710Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 6th 10:43 AM CST
11162,batch61539,PROD-004,Organic Strawberries,received at the DC,2025-10-07T02:42:02.505Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 7th 02:42 AM CST
11163,batch61539,PROD-004,Organic Strawberries,shipped from DC,2025-10-11T03:18:16.232Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 11th 03:18 AM CST
11164,batch61539,PROD-004,Organic Strawberries,received at customer,2025-10-11T03:25:39.954Z,Customer,Fresh Start Markets,"Arvada, CO",39.8028,-105.0875,Oct 11th 03:25 AM CST
11165,batch91571,PROD-005,Organic Blueberries,shipped from supplier,2025-10-01T09:45:21.723Z,Supplier,Heartland Produce Alliance,"Hammonton, NJ",39.6365,-74.8021,Oct 1st 09:45 AM CST
11166,batch91571,PROD-005,Organic Blueberries,received at the dock,2025-10-02T10:16:08.782Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 2nd 10:16 AM CST
11167,batch91571,PROD-005,Organic Blueberries,shipped from dock,2025-10-03T10:16:08.782Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 3rd 10:16 AM CST
11168,batch91571,PROD-005,Organic Blueberries,received at the DC,2025-10-04T15:25:56.759Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 4th 03:25 PM CST
11169,batch91571,PROD-005,Organic Blueberries,shipped from DC,2025-10-08T21:59:23.189Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 8th 09:59 PM CST
11170,batch91571,PROD-005,Organic Blueberries,received at customer,2025-10-08T22:09:18.249Z,Customer,Nature's Basket,"Waltham, MA",42.3765,-71.2356,Oct 8th 10:09 PM CST
11171,batch20859,PROD-005,Organic Blueberries,shipped from supplier,2025-10-02T12:25:09.170Z,Supplier,FreshHarvest Farms,"Burlington, WA",48.4757,-122.3255,Oct 2nd 12:25 PM CST
11172,batch20859,PROD-005,Organic Blueberries,received at the dock,2025-10-03T23:20:24.433Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 3rd 11:20 PM CST
11173,batch20859,PROD-005,Organic Blueberries,shipped from dock,2025-10-04T23:20:24.433Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 4th 11:20 PM CST
11174,batch20859,PROD-005,Organic Blueberries,received at the DC,2025-10-05T15:18:40.227Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 5th 03:18 PM CST
11175,batch20859,PROD-005,Organic Blueberries,shipped from DC,2025-10-10T12:14:14.716Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 10th 12:14 PM CST
11176,batch20859,PROD-005,Organic Blueberries,received at customer,2025-10-10T12:27:52.739Z,Customer,Organic Essentials,"Centennial, CO",39.5807,-104.8771,Oct 10th 12:27 PM CST
11177,batch90560,PROD-006,Organic Tomatoes,shipped from supplier,2025-09-30T17:03:25.720Z,Supplier,Prairie Fresh Growers,"Immokalee, FL",26.4187,-81.4173,Sep 30th 05:03 PM CST
11178,batch90560,PROD-006,Organic Tomatoes,received at the dock,2025-10-01T09:04:05.054Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 1st 09:04 AM CST
11179,batch90560,PROD-006,Organic Tomatoes,shipped from dock,2025-10-02T09:04:05.054Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 2nd 09:04 AM CST
11180,batch90560,PROD-006,Organic Tomatoes,received at the DC,2025-10-03T03:30:28.582Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 3rd 03:30 AM CST
11181,batch90560,PROD-006,Organic Tomatoes,shipped from DC,2025-10-07T16:55:39.807Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 7th 04:55 PM CST
11182,batch90560,PROD-006,Organic Tomatoes,received at customer,2025-10-07T17:14:59.461Z,Customer,Prime Choice Grocery,"Gilbert, AZ",33.3528,-111.789,Oct 7th 05:14 PM CST
11183,batch94060,PROD-002,Organic Avocados,shipped from supplier,2025-10-07T02:18:18.572Z,Supplier,Riverside Growers Co-op,"Oxnard, CA",34.1975,-119.1771,Oct 7th 02:18 AM CST
11184,batch94060,PROD-002,Organic Avocados,received at the dock,2025-10-08T04:12:55.894Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 8th 04:12 AM CST
11185,batch94060,PROD-002,Organic Avocados,shipped from dock,2025-10-09T04:12:55.894Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 9th 04:12 AM CST
11186,batch94060,PROD-002,Organic Avocados,received at the DC,2025-10-09T20:11:11.688Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 9th 08:11 PM CST
11187,batch94060,PROD-002,Organic Avocados,shipped from DC,2025-10-14T08:05:00.462Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 14th 08:05 AM CST
11188,batch94060,PROD-002,Organic Avocados,received at customer,2025-10-14T08:14:13.141Z,Customer,FreshWay Supermarkets,"Aurora, CO",39.7294,-104.8319,Oct 14th 08:14 AM CST
11189,batch21821,PROD-004,Organic Strawberries,shipped from supplier,2025-10-04T10:58:22.060Z,Supplier,Riverside Growers Co-op,"Oxnard, CA",34.1975,-119.1771,Oct 4th 10:58 AM CST
11190,batch21821,PROD-004,Organic Strawberries,received at the dock,2025-10-05T12:52:59.382Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 5th 12:52 PM CST
11191,batch21821,PROD-004,Organic Strawberries,shipped from dock,2025-10-06T12:52:59.382Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 6th 12:52 PM CST
11192,batch21821,PROD-004,Organic Strawberries,received at the DC,2025-10-07T18:02:47.360Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 7th 06:02 PM CST
11193,batch21821,PROD-004,Organic Strawberries,shipped from DC,2025-10-12T07:14:27.698Z,DC,"Boston, MA","Boston, MA",42.3601,-71.0589,Oct 12th 07:14 AM CST
11194,batch21821,PROD-004,Organic Strawberries,received at customer,2025-10-12T07:17:28.089Z,Customer,GreenGrocer Plus,"Cambridge, MA",42.3736,-71.1097,Oct 12th 07:17 AM CST
11195,batch67579,PROD-003,Organic Spinach,shipped from supplier,2025-10-01T08:13:34.830Z,Supplier,Summit Agriculture Co.,"Salinas, CA",36.6777,-121.6555,Oct 1st 08:13 AM CST
11196,batch67579,PROD-003,Organic Spinach,received at the dock,2025-10-02T13:04:44.293Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 2nd 01:04 PM CST
11197,batch67579,PROD-003,Organic Spinach,shipped from dock,2025-10-03T13:04:44.293Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 3rd 01:04 PM CST
11198,batch67579,PROD-003,Organic Spinach,received at the DC,2025-10-04T05:03:00.088Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 4th 05:03 AM CST
11199,batch67579,PROD-003,Organic Spinach,shipped from DC,2025-10-08T18:23:27.113Z,DC,"Denver, CO","Denver, CO",39.7392,-104.9903,Oct 8th 06:23 PM CST
11200,batch67579,PROD-003,Organic Spinach,received at customer,2025-10-08T18:37:05.137Z,Customer,Neighborhood Market,"Centennial, CO",39.5807,-104.8771,Oct 8th 06:37 PM CST
11201,batch73690,PROD-005,Organic Blueberries,shipped from supplier,2025-10-04T12:06:44.391Z,Supplier,Golden Fields Agriculture,"Alma, GA",31.5396,-82.4626,Oct 4th 12:06 PM CST
11202,batch73690,PROD-005,Organic Blueberries,received at the dock,2025-10-05T02:13:51.738Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 5th 02:13 AM CST
11203,batch73690,PROD-005,Organic Blueberries,shipped from dock,2025-10-06T02:13:51.738Z,Dock,Houston Dock,"Houston, TX",29.7604,-95.3698,Oct 6th 02:13 AM CST
11204,batch73690,PROD-005,Organic Blueberries,received at the DC,2025-10-06T20:40:15.266Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 6th 08:40 PM CST
11205,batch73690,PROD-005,Organic Blueberries,shipped from DC,2025-10-10T21:00:35.187Z,DC,"Phoenix, AZ","Phoenix, AZ",33.4484,-112.074,Oct 10th 09:00 PM CST
